FrameId	Name	dG	Equation
L-GULONOLACTONE-OXIDASE-RXN	<small>L</small>-gulonolactone oxidase	-29.36	L-gulono-1,4-lactone + oxygen  ->  L-xylo-hex-3-ulono-1,4-lactone + hydrogen peroxide
2.6.1.18-RXN	EC 2.6.1.18	1.539978	3-oxopropanoate + L-alanine  <-->  beta-alanine + pyruvate
ORNITHINE-RACEMASE-RXN	EC 5.1.1.12	0.0	L-ornithine  <-->  D-ornithine
RXN-16297	EC 2.6.1.-	-1.5499916	3-[(2S,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate + L-phenylalanine  <-->  L-dihydroanticapsin + keto-phenylpyruvate
RXN-9031	EC 5.3.3.17	7.67	(5S,6S)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate  ->  (1R,6S)-6-amino-5-oxocyclohex-2-ene-1-carboxylate
RXN-13772	L-gluconolactonase	-6.1071167	L-glucono-1,5-lactone + H2O  ->  L-gluconate + H+
RXN-13072	EC 3.5.1.111	-6.6612244	2-oxoglutaramate + H2O  ->  2-oxoglutarate + ammonium
2.6.1.58-RXN	EC 2.6.1.58	-2.0899963	L-phenylalanine + pyruvate  <-->  keto-phenylpyruvate + L-alanine
RXN-16320	RXN-16320	-12.586998	2 nitroxyl  ->  nitrous oxide + H2O
RXN-18819	RXN-18819	-44.054	D-ribose + glycine  ->  norfuraneol + glycine + 2 H2O
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	EC 4.1.1.45	0.26823425	aminocarboxymuconate semialdehyde + H+  ->  (2Z,4E)-2-amino-6-oxohexa-2,4-dienoate + CO2
RXN-13092	RXN-13092	-53.428246	5-(dihydroxymethyl)furan-2-carboxylate + oxygen  ->  furan-2,5-dicarboxylate + hydrogen peroxide + H+
RXN-9571	RXN-9571	11.159996	furaneol  <-->  furaneol (enol form)
5.4.4.3-RXN	EC 5.4.4.3	-6.44	3-hydroxyaminophenol  =  aminohydroquinone
RXN66-565	EC 2.6.1.-	1.9482346	L-lysine + 2-oxoglutarate  <-->  6-amino-2-oxohexanoate + L-glutamate
RXN-12070	EC 3.7.1.14	-14.097153	(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate + H2O  ->  (2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H+
RXN-10137	EC 1.13.11.37	-106.47235	hydroxyquinol + oxygen  ->  2-maleylacetate + 2 H+
RXN-9922	RXN-9922	-8.96	3-hydroxy-cis,cis-muconate  <-->  2-maleylacetate
1.1.3.40-RXN	EC 1.1.3.40	-26.440002	D-mannitol + oxygen  ->  aldehydo-D-mannose + hydrogen peroxide
GLYOXIII-RXN	EC 4.2.1.130	16.64711	methylglyoxal + H2O  ->  (R)-lactate + H+
RXN-15893	EC 5.5.1.25	1.2799988	3,6-anhydro-L-galactonate  ->  2-dehydro-3-deoxy-L-galactonate
RXN-11768	EC 4.1.3.41	3.1899872	(3R)-3-hydroxy-D-aspartate  =  glycine + glyoxylate
RXN-8899	RXN-8899	-7.467125	2-aminoprop-2-enoate + H2O  ->  pyruvate + ammonium
2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN	EC 2.2.1.5	-8.285858	2-oxoglutarate + glyoxylate + H+  =  2-hydroxy-3-oxoadipate + CO2
RXN-3482	RXN-3482	-19.897003	pyruvate + hydroxylamine  ->  pyruvic oxime + H2O
RXN-6268	RXN-6268	-9.167	betaine aldehyde hydrate  <-->  betaine aldehyde + H2O
RXN-15921	RXN-15921	-6.7312317	D-glucaro-1,5-lactone + H2O  ->  D-glucarate + H+
RXN-14901	EC 3.2.1.au	-1.0130005	2-O-(alpha-D-glucopyranosyl)-D-glycerate + H2O  ->  D-glycerate + D-glucopyranose
RXN-18397	EC 3.5.4.44	2.9970021	ectoine + H2O  ->  (2S)-2-acetamido-4-aminobutanoate
RXN-15572	RXN-15572	-36.38999	(2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate  ->  (4S,5R)-4,5,6-trihydroxy-2-iminohexanoate
RXN-14458	EC 2.6.99.3	-1.1741104	O-acetyl-L-serine + hydroxyurea  ->  O-ureido-L-serine + acetate + H+
3.5.1.86-RXN	EC 3.5.1.86	-5.337126	(R)-mandelamide + H2O  =  ammonium + (R)-mandelate
RXN-6425	RXN-6425	-13.535919	1-(3-aminopropyl)-pyrrolinium  ->  1,5-diazabicyclononane + H+
DIAMINOPIMDECARB-RXN	EC 4.1.1.20	-3.0900116	meso-diaminopimelate + H+  ->  L-lysine + CO2
RXN-15939	EC 5.4.3.-	0.0	L-arginine  ->  (3S)-beta-arginine
PYRAZIN-RXN	EC 3.5.1.4	-5.33712	pyrazinamide + H2O  ->  ammonium + pyrazine-2-carboxylate
ARGININE-DEIMINASE-RXN	EC 3.5.3.6	-12.273001	L-arginine + H2O  <-->  ammonium + L-citrulline
RXN-8642	triphosphopyridine nucleotide-linked isocitrate dehydrogenase-oxalosuccinate carboxylase	1.7423706	oxalosuccinate + H+  <-->  2-oxoglutarate + CO2
GLUCOSE-OXIDASE-RXN	EC 1.1.3.4	-33.660004	beta-D-glucopyranose + oxygen  ->  D-glucono-1,5-lactone + hydrogen peroxide
RXN-7564	EC 2.6.1.-	1.9482346	L-arginine + 2-oxoglutarate  <-->  L-glutamate + 5-guanidino-2-oxopentanoate
RXN-22	EC 4.3.2.1	6.0917664	canavaninosuccinate  ->  L-canavanine + fumarate
N-METHYL-2-OXOGLUTARAMATE-HYDROLASE-RXN	EC 3.5.1.36	16.42875	N-methyl-2-oxoglutaramate + H2O  =  methylamine + 2-oxoglutarate
RXN-12856	RXN-12856	-47.475235	2,3-seco-dopa  ->  muscaflavin + H+ + H2O
RXN0-7285	EC 5.1.1.-	0.0	L-homoserine  <-->  D-homoserine
ASPAROXO-RXN	EC 2.6.1.-	1.0200043	L-asparagine + glyoxylate  <-->  2-oxosuccinamate + glycine
RXN-9702	EC 4.1.2.42	2.3399963	D-allothreonine  =  glycine + acetaldehyde
XYLONATE-DEHYDRATASE-RXN	EC 4.2.1.82	-8.166992	D-xylonate  ->  2-dehydro-3-deoxy-D-arabinonate + H2O
RXN-14968	RXN-14968	0.5200043	L-lyxopyranose  ->  aldehydo-L-lyxose
RXN-8016	EC 3.5.4.45	2.2628803	ammeline + H2O  ->  ammelide + ammonium
RXN-10080	RXN-10080	-97.51237	4-methylcatechol + oxygen  ->  3-methyl-cis,cis-muconate + 2 H+
RXN-12874	RXN-12874	-0.12710571	4-O-oxalyl-L-threonate + H2O  ->  L-threonate + oxalate + H+
RXN-18934	EC 3.3.2.9	-5.4330177	styrene oxide + H2O  ->  (1S)-1-phenylethane-1,2-diol
R123-RXN	EC 3.5.4.42	7.9669952	N-isopropylammelide + H+ + H2O  ->  cyanurate + isopropylamine
RXN-16006	EC 5.1.3.8	0.0	N-acetyl-D-mannosamine  <-->  N-acetyl-D-glucosamine
RXN-15149	RXN-15149	-6.4941187	1-aminocyclopropane-1-carboxylate  ->  (2Z)-2-aminobut-2-enoate + H+
RXN-12734	EC 4.2.1.132	-8.662994	(2Z,4Z)-2-hydroxyhexa-2,4-dienoate + H2O  ->  (S)-4-hydroxy-2-oxohexanoate
RXN-12895	EC 3.5.1.110	1.4970016	(Z)-2-methylureidoacrylate peracid + H+ + H2O  ->  (Z)-2-methyl-peroxyaminoacrylate + ammonium + CO2
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	EC 1.13.11.27	-109.72	4-hydroxyphenylpyruvate + oxygen  ->  CO2 + homogentisate
SYNEPHRINE-DEHYDRATASE-RXN	EC 4.2.1.88	12.660011	(R)-synephrine  ->  (4-hydroxyphenyl)acetaldehyde + methylamine
DSERDEAM-RXN	EC 4.3.1.18	-8.334122	D-serine  ->  pyruvate + ammonium
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN	EC 4.1.1.16	-2.465889	3-hydroxy-L-glutamate + H+  =  4-amino-3-hydroxybutanoate + CO2
RXN-18951	EC 1.4.3.13	-25.513	benzylamine + H2O + oxygen  ->  benzaldehyde + ammonium + hydrogen peroxide
RXN-16489	EC 1.14.11.-	-109.61998	5-hydroxy-leucine + 2-oxoglutarate + oxygen  ->  5,5-dihydroxy-leucine + succinate + CO2
RXN0-5234	EC 4.1.2.-	2.339983	DL-allothreonine  ->  acetaldehyde + glycine
2.6.1.47-RXN	EC 2.6.1.47	1.1641083	oxomalonate + L-alanine  <-->  aminomalonate + pyruvate
R216-RXN	EC 4.2.1.114	1.472992	trihomocitrate  ->  cis-(homo)3aconitate + H2O
RXN-17622	EC 3.3.2.10	-5.433001	1,2-epoxypropane + H2O  =  propane-1,2-diol
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC 2.6.1.6/2.6.1.42	0.65411377	L-leucine + 2-oxoglutarate  <-->  L-glutamate + 4-methyl-2-oxopentanoate
RXN-18110	EC 1.13.11.M5	-73.27824	2,3-dihydroxy-4-toluate + oxygen  ->  2-hydroxy-3-carboxy-6-oxo-hepta-2,4-dienoate + H+
RXN-12256	RXN-12256	-41.16	benzyl alcohol  ->  salicyl alcohol
GSAAMINOTRANS-RXN	EC 5.4.3.8	-1.46	(S)-4-amino-5-oxopentanoate  ->  5-aminolevulinate
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	EC 5.5.1.5	9.307648	3-carboxy-2,5-dihydro-5-oxofuran-2-acetate  <-->  3-carboxy-cis,cis-muconate + H+
ETHYL-RXN	EC 1.14.17.4	-69.29988	L-ascorbate + 1-aminocyclopropane-1-carboxylate + H+ + oxygen  ->  ethene + L-dehydro-ascorbate + hydrogen cyanide + CO2 + 2 H2O
RXN-18392	RXN-18392	-2.649994	2-dehydro-3-deoxy-D-octonate  <-->  3-deoxy-alpha-D-manno-2-octulosonate
RXN-17510	EC 1.2.3.15	-42.297123	methylglyoxal + oxygen + H2O  ->  pyruvate + hydrogen peroxide + H+
RXN-15261	EC 3.5.4.3	-4.123005	7,8-dihydropterin + H2O + H+  ->  7,8-dihydrolumazine + ammonium
RXN1K-87	EC 5.3.2.M1	-4.9499893	(2Z,4Z)-2-hydroxyhepta-2,4-dienedioate  ->  (4Z)-2-oxohept-4-enedioate
RXN-7749	<i>N</i>,<i>N</i>-dihydroxy-L-tyrosine carboxy-lyase	-6.47287	N,N-dihydroxy-L-tyrosine + H+  ->  (E)-(4-hydroxyphenyl)acetaldehyde oxime + CO2 + H2O
ARG-OXIDATION-RXN	EC 1.4.3.25	-22.962997	L-arginine + H2O + oxygen  ->  5-guanidino-2-oxopentanoate + ammonium + hydrogen peroxide
CARNRACE-RXN	EC 5.1.2.M1	0.0	D-carnitine  <-->  L-carnitine
MYO-INOSOSE-2-DEHYDRATASE-RXN	EC 4.2.1.44	-7.826996	scyllo-inosose  ->  3D-(3,5/4)-trihydroxycyclohexane-1,2-dione + H2O
3.5.2.17-RXN	EC 3.5.2.17	-10.227142	(S)-5-hydroxyisourate[periplasm] + H2O[periplasm]  ->  (S)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline[periplasm] + H+[periplasm]
1.14.11.3-RXN	EC 1.14.11.3	-111.42001	2'-deoxyuridine + 2-oxoglutarate + oxygen  ->  uridine + succinate + CO2
RXN-7774	EC 4.1.1.71	-2.1417694	2-oxoglutarate + H+  ->  succinate semialdehyde + CO2
R468-RXN	EC 3.5.2.15	-27.603004	cyanurate + H2O  ->  biuret + CO2
RXN-13371	EC 3.1.1.91	15.188782	2-oxo-3-(5-oxofuran-2-ylidene)propanoate + H2O  ->  3-maleylpyruvate + H+
STIPITATONATE-DECARBOXYLASE-RXN	EC 4.1.1.60	-29.93126	stipitatonate + H2O  ->  stipitatate + CO2 + H+
DIHYDROXYFUMARATE-DECARBOXYLASE-RXN	EC 4.1.1.54	-10.501755	dihydroxyfumarate + H+  =  CO2 + tartronate semialdehyde
L-ARABINONOLACTONASE-RXN	EC 3.1.1.15	-6.347122	L-arabinono-1,4-lactone + H2O  ->  L-arabinonate + H+
R561-RXN	EC 3.5.2.-	-2.2429962	6-caprolactam + H2O  ->  6-aminohexanoate
RXN0-6575	EC 4.3.99.3	-13.300008	6-carboxy-5,6,7,8-tetrahydropterin + H+  ->  7-carboxy-7-deazaguanine + ammonium
RXN-18031	RXN-18031	-50.29413	carbonic acid  <-->  hydrogencarbonate + H+
RXN-15122	RXN-15122	-1.6011143	L-threonine  ->  (2Z)-2-aminobut-2-enoate + H2O + H+
RXN-13558	EC 3.5.99.9	-17.10712	2-nitroimidazole + H2O  ->  1,3-dihydro-2H-imidazol-2-one + nitrite + H+
RXN-12869	RXN-12869	-138.32825	2 L-dehydro-ascorbate + oxygen  ->  2 cyclic-2,3-O-oxalyl-L-threonate + 2 H+
RXN-12341	EC 4.1.1.92	20.25312	indole-3-carboxylate + H+  <-->  indole + CO2
RXN-11861	EC 1.13.11.-	-124.82526	gallate + oxygen  ->  2-pyrone-4,6-dicarboxylate + H2O + H+
R107-RXN	R107-RXN	-30.18	4-carboxy-2-hydroxymuconate-6-semialdehyde  ->  2-hydroxy-4-carboxymuconate semialdehyde hemiacetal
RXN-5641	EC 4.1.1.-	-5.1399994	L-serine + H+  ->  ethanolamine + CO2
ASPDECARBOX-RXN	EC 4.1.1.11	-1.1158752	L-aspartate + H+  ->  beta-alanine + CO2
RXN-13593	EC 4.1.2.-	16.080002	triethylamine N-oxide  ->  diethylamine + acetaldehyde
5.3.3.10-RXN	EC 5.3.3.10	-6.85	5-carboxymethyl-2-hydroxymuconate  ->  (3E,5R)-5-carboxy-2-oxohept-3-enedioate
RXN-8252	RXN-8252	97.73672	N-methyl-Delta1-pyrrolinium cation + CO2  ->  hygrine
4-HYDROXYBENZOATE-DECARBOXYLASE-RXN	EC 4.1.1.61	-2.0258827	4-hydroxybenzoate + H+  ->  CO2 + phenol
LACTATE-ALDOLASE-RXN	EC 4.1.2.36	6.3099976	(S)-lactate  =  acetaldehyde + formate
GALACTUROISOM-RXN	EC 5.3.1.12	-1.46	aldehydo-D-galacturonate  <-->  D-tagaturonate
RXN-18664	EC 2.6.1.ae	-0.9158554	octan-1-amine + pyruvate  <-->  1-octanal + L-alanine
RXN-15196	RXN-15196	-21.57	4-[(Z)-2-aminoethenyl]phenol + H+  ->  4-(2-iminoethyl)phenol
RXN-12910	RXN-12910	-1.8417664	2-hydroxy-3-oxoadipate + H+  ->  5-hydroxy-4-oxopentanoate + CO2
RXN-12614	RXN-12614	-52.494102	glycine + oxygen  ->  2-iminoacetate + hydrogen peroxide + H+
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC 4.2.1.10	-20.176987	3-dehydroquinate  <-->  3-dehydroshikimate + H2O
RXN0-5298	EC 5.1.3.29	0.0	alpha-L-fucopyranose  <-->  beta-L-fucopyranose
RXN-13636	EC 1.14.11.-	-111.71005	L-leucine + 2-oxoglutarate + oxygen  ->  4-hydroxy-L-leucine + succinate + CO2
RXN-15219	RXN-15219	-0.5200043	aldehydo-D-paratose  ->  alpha-D-paratopyranose
RXN-17615	EC 3.7.1.-	-35.65713	tert-butyl formate + H2O  ->  tert-butyl alcohol + formate + H+
RXN-8461	RXN-8461	-36.25522	4,5-seco-dopa  ->  betalamate + H+ + H2O
4.1.2.18-RXN	EC 4.1.2.18	0.54000854	2-dehydro-3-deoxy-L-arabinonate  <-->  glycolaldehyde + pyruvate
TETRAHYDROXYPTERIDINE-CYCLOISOMERASE-RXN	EC 5.5.1.3	-35.444138	tetrahydroxypteridine  =  xanthine-8-carboxylate + H+
IMIDAZOLONEPROPIONASE-RXN	EC 3.5.2.7	0.016998291	4-imidazolone-5-propanoate + H2O  ->  N-formimino-L-glutamate
RXN-10747	EC 1.5.3.14	-22.204742	spermidine + oxygen + H2O  ->  propane-1,3-diamine + 4-aminobutanal + hydrogen peroxide
ETHAMLY-RXN	EC 4.3.1.7	-7.850006	ethanolamine  ->  ammonium + acetaldehyde
RXN-18723	RXN-18723	62.19001	peroxynitrite  ->  nitrate
RXN-14129	EC 3.5.4.1	8.626999	5-fluorocytosine + H+ + H2O  ->  5-fluorouracil + ammonium
PHENYLPYRUVATE-DECARBOXYLASE-RXN	EC 4.1.1.43	-3.46588	keto-phenylpyruvate + H+  <-->  CO2 + phenylacetaldehyde
RXN-11211	EC 3.5.2.2	-5.90711	5,6-dihydrothymine + H2O  <-->  3-(carbamoylamino)-2-methylpropanoate + H+
URUR-RXN	EC 3.5.3.26	1.85289	(S)-ureidoglycine + H2O  ->  (S)-ureidoglycolate + ammonium
ALARACECAT-RXN	EC 5.1.1.1	0.75	L-alanine  <-->  D-alanine
RXN-13698	EC 2.6.1.2	1.8641052	2-oxoglutarate + L-alanine  <-->  L-glutamate + pyruvate
MALEATE-ISOMERASE-RXN	EC 5.2.1.1	0.7100067	maleate  <-->  fumarate
D--TARTRATE-DEHYDRATASE-RXN	EC 4.2.1.81	-7.2470093	D-tartrate  <-->  oxaloacetate + H2O
3.5.5.4-RXN	EC 3.5.5.4	1.7039871	3-cyano-L-alanine + H+ + 2 H2O  ->  ammonium + L-aspartate
RXN-15982	RXN-15982	-7.0869827	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran  =  autoinducer 2 + H2O
RXN-14984	RXN-14984	1.8100052	2-oxovalerate  ->  3-methyl-2-oxobutanoate
MONOPHENOL-MONOOXYGENASE-RXN	EC 1.14.18.1	-96.21699	L-tyrosine + oxygen  ->  dopaquinone + H2O
D-GLUTAMINASE-RXN	EC 3.5.1.35	-7.907112	D-glutamine + H2O  =  ammonium + D-glutamate
RXN-6861	RXN-6861	-28.821129	5-amino-2-oxopentanoate  ->  1-pyrroline-2-carboxylate + H2O + H+
ALLANTOATE-DEIMINASE-RXN	EC 3.5.3.9	3.3611145	allantoate + 2 H+ + H2O  ->  (S)-ureidoglycine + ammonium + CO2
RXN-11270	RXN-11270	-2.319992	3-hydroxy-3-phenylpropanoate  ->  benzaldehyde + acetate
RXN-17895	RXN-17895	0.0	(R)-demethyl-4-deoxygadusol  <-->  (S)-demethyl-4-deoxygadusol
CITLY-RXN	EC 4.1.3.6	2.6182098	citrate  ->  acetate + oxaloacetate
RXN-14542	EC 1.14.11.41	-109.620026	L-arginine + 2-oxoglutarate + oxygen  ->  (3S)-3-hydroxy-L-arginine + succinate + CO2
2.6.1.30-RXN	EC 2.6.1.30	-2.465867	pyruvate + pyridoxamine  <-->  L-alanine + pyridoxal
RXN-13775	EC 4.2.1.-	-8.166992	D-idonate  ->  2-dehydro-3-deoxy-D-galactonate + H2O
RXN-15018	EC 3.5.1.-	-2.6071281	N-(3-hydroxybutan-2-yl)acetamide + H2O  ->  3-amino-2-butanol + acetate
RXN-12893	EC 4.2.1.104	-10.121765	cyanate + hydrogencarbonate + 3 H+  ->  ammonium + 2 CO2
2.6.1.64-RXN	EC 2.6.1.64	6.0599823	keto-phenylpyruvate + L-glutamine  <-->  L-phenylalanine + 2-oxoglutaramate
PROLINE-RACEMASE-RXN	EC 5.1.1.4	0.0	L-proline  <-->  D-proline
AMINOBENZOATE-DECARBOXYLASE-RXN	EC 4.1.1.24	0.5241165	4-aminobenzoate + H+  =  aniline + CO2
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	EC 2.6.1.39	0.6999817	L-2-aminoadipate + 2-oxoglutarate  <-->  L-glutamate + 2-oxoadipate
RXN-12246	EC 3.1.1.-	-7.9071198	D-xylonolactone + H2O  ->  D-xylonate + H+
3.5.3.21-RXN	EC 3.5.3.21	5.213997	methylenediurea + 2 H+ + 2 H2O  =  N-(hydroxymethyl)urea + 2 ammonium + CO2
RXN-10893	RXN-10893	-0.7853546	4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate + H2O  ->  (1Z,3Z)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate + methanol + H+
MHPELY-RXN	EC 4.1.3.39	1.1900024	(S)-4-hydroxy-2-oxopentanoate  <-->  acetaldehyde + pyruvate
1.13.11.16-RXN	EC 1.13.11.16	-74.15823	3-(2,3-dihydroxyphenyl)propanoate + oxygen  ->  (2Z,4E)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate + H+
RXN-14265	EC 2.6.1.-	1.539978	(S)-methylmalonate-semialdehyde + L-alanine  <-->  (S)-3-amino-2-methylpropanoate + pyruvate
RXN-8172	RXN-8172	27.261116	1-piperideine-2-carboxylate + H+ + H2O  <-->  6-amino-2-oxohexanoate
3.5.1.91-RXN	EC 3.5.1.91	0.122867584	N-benzylformamide + H2O  =  formate + benzylamine
RXN-10445	EC 3.7.1.20	-13.647125	3-fumarylpyruvate + H2O  ->  fumarate + pyruvate + H+
1.14.11.10-RXN	EC 1.14.11.10	-126.74005	2'-deoxyuridine + 2-oxoglutarate + oxygen  ->  2-deoxyribonolactone + succinate + CO2 + uracil
RXN-7461	EC 2.5.1.52	-0.098228455	O-acetyl-L-serine + 3,4-dihydroxypyridin  ->  L-mimosine + acetate + 2 H+
ARGININE-RACEMASE-RXN	EC 5.1.1.9	0.0	L-arginine  <-->  D-arginine
RXN-10464	EC 1.5.3.16	-21.580627	norspermine + oxygen + H2O  ->  norspermidine + 3-aminopropanal + hydrogen peroxide
RXN-12907	carbon monoxide dehydrogenase complex	1.4369965	carbon monoxide + H2O  =  CO2 + H2
RXN-14300	EC 1.1.99.24	-0.3000183	2-oxoglutarate + 4-hydroxybutanoate  ->  succinate semialdehyde + (R)-2-hydroxyglutarate
RXN-8674	EC 1.4.3.19	-16.973013	N-ethylglycine + H2O + oxygen + H+  ->  glyoxylate + ethylamine + hydrogen peroxide
RXN-13178	EC 1.1.3.17	-67.90299	choline + 2 oxygen + H2O  ->  glycine betaine + 2 hydrogen peroxide + H+
RXN-17555	EC 4.1.1.103	0.5241089	gamma-resorcylate + H+  <-->  resorcinol + CO2
RXN-12859	RXN-12859	113.69319	4-[(1Z)-3-carboxylato-3-oxoprop-1-en-1-yl]-2,3-dihydro-1H-pyrrole-2-carboxylate  ->  3-propylidene-Delta 1-pyrroline-5-carboxylate
DIMETHYLANILINE-N-OXIDE-ALDOLASE-RXN	EC 4.1.2.24	15.75	N,N-dimethylaniline-N-oxide  =  formaldehyde + N-methylaniline
RXN-7592	RXN-7592	0.746994	formyl-L-isoglutamine + H2O  ->  L-isoglutamine + formate
RXN-13396	EC 1.14.20.l	-126.7411	L-arginine + 2-oxoglutarate + oxygen  ->  (S)-1-pyrroline-5-carboxylate + guanidinium + succinate + CO2 + H2O + H+
ASPARTATE-4-DECARBOXYLASE-RXN	EC 4.1.1.12	-3.6758728	L-aspartate + H+  =  CO2 + L-alanine
RXN-9174	EC 4.1.1.-	-1.8417587	2-oxo-3-carboxy-4,5-cyclopropylhex-5-enoate + H+  ->  beta-methylenecyclopropyl pyruvate + CO2
RXN-12877	RXN-12877	12.11	4-deoxy-L-erythro-hex-4-enopyranuronate  <-->  (4S,5S)-4,5-dihydroxy-2,6-dioxohexanoate
R128-RXN	EC 3.5.1.-	13.661118	5-ureidoimidazole-4-carboxylate + H2O + 2 H+  ->  5-aminoimidazole-4-carboxylate + CO2 + ammonium
RXN-17125	RXN-17125	23.19999	5-methoxy-6-methylbenzimidazole  ->  5,6-dimethylbenzimidazole
RXN-17589	EC 3.3.2.10	-5.723011	1,2-epoxy-2-methylpropane + H2O  ->  2-methylpropane-1,2-diol
RXN-16669	RXN-16669	-43.947838	L-lysine  ->  1-piperideine 6-carboxylate
4-METHYLENEGLUTAMINASE-RXN	EC 3.5.1.67	-5.3371162	4-methylene-L-glutamine + H2O  ->  4-methylene-L-glutamate + ammonium
RXN-7640	RXN-7640	-0.8670044	(S)-2-hydroxymethylglutarate  ->  2-methyleneglutarate + H2O
RXN-19390	EC 1.14.17.1	-67.92288	(S)-amphetamine + L-ascorbate + oxygen + H+  ->  (-)-norephedrine + L-dehydro-ascorbate + H2O
2.6.1.82-RXN	EC 2.6.1.82	0.8553581	putrescine + 2-oxoglutarate  <-->  1-pyrroline + L-glutamate + H2O
RXN0-5285	EC 5.1.2.-	0.0	L-idarate  <-->  D-glucarate
RXN-17608	EC 3.5.1.4	-5.3371315	2-hydroxyisobutyramide + H2O  ->  2-hydroxy-2-methylpropanoate + ammonium
4.1.1.77-RXN	EC 4.1.1.77	4.648224	(3E)-2-oxohex-3-enedioate + H+  ->  (2Z)-2-hydroxypenta-2,4-dienoate + CO2
RXN-14725	EC 4.2.1.84	-6.5269947	propionitrile + H2O  ->  propionamide
RXN0-5364	EC 1.1.3.-	-26.14	(S)-2-hydroxyglutarate + oxygen  ->  2-oxoglutarate + hydrogen peroxide
RXN-16674	RXN-16674	-74.34543	L-2-amino-8-hydroxyoctanoate  ->  L-2-aminooctanedioate
RXN-19531	RXN-19531	38.770824	5-amino-6-(D-ribitylamino)uracil + glycine  ->  1,6-didemethyltoxoflavin
1.4.3.19-RXN	EC 1.4.3.19	-22.217125	glycine + H2O + oxygen  ->  glyoxylate + ammonium + hydrogen peroxide
RXN-8751	RXN-8751	-13.88201	hypoxanthine + H2O  ->  6,8-dihydroxypurine
4.1.2.42-RXN	EC 4.1.2.42	2.3399963	D-threonine  =  glycine + acetaldehyde
RXN-18113	EC 4.1.1.M8	0.26823425	2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate + H+  ->  2-hydroxy-6-methoxy-hexa-2,4-dienoate + CO2
4.2.1.99-RXN	EC 4.2.1.99	0.9129944	(2R,3S)-2-methylisocitrate  <-->  cis-2-methylaconitate + H2O
ISOCIT-CLEAV-RXN	EC 4.1.3.1	3.2682343	D-threo-isocitrate  <-->  glyoxylate + succinate
R311-RXN	EC 3.5.1.4	-8.75712	acrylamide + H2O  ->  ammonium + acrylate
CARBOXYMETHYLHYDANTOINASE-RXN	EC 3.5.2.4	-4.971222	L-5-carboxymethylhydantoin + H2O  =  N-carbamoyl-L-aspartate + H+
6-HEXANOLIDE-HYDROLYSIS-RXN	EC 3.1.1.-	-14.867129	epsilon-caprolactone + H2O  ->  6-hydroxyhexanoate + H+
RXN-7751	EC 2.6.1.-	0.6999817	(2S, 3S)-3-methylaspartate + 2-oxoglutarate  ->  L-glutamate + methyloxaloacetate
RXN-19492	RXN-19492	-4.949997	(2E)-2-hydroxypenta-2,4-dienoate  <-->  2-oxopent-4-enoate
R381-RXN	EC 5.1.3.8	0.0	N-acetyl-beta-D-mannosamine  <-->  N-acetyl-beta-D-glucosamine
CATAL-RXN	EC 1.11.1.6/1.11.1.21	-45.454002	2 hydrogen peroxide  ->  2 H2O + oxygen
RXN-18157	RXN-18157	23.520004	isocyanurate  <-->  cyanurate
4.3.1.17-RXN	EC 4.3.1.17	-10.384121	L-serine  ->  pyruvate + ammonium
R502-RXN	EC 1.5.3.-	-6.7829876	N-methyl-L-proline + oxygen + H2O  ->  L-proline + formaldehyde + hydrogen peroxide
RXN-11548	RXN-11548	-61.62	caffeine  ->  1,3,7-trimethylurate
FORMIMINOASPARTATE-DEIMINASE-RXN	EC 3.5.3.5	1.6787567	N-formimino-L-aspartate + H2O  =  ammonium + N-formyl-L-aspartate
RXN-9338	RXN-9338	65.54242	1-phenylpropane-1,2-dione  ->  cathinone
4OH2OXOGLUTARALDOL-RXN	EC 4.1.3.16	2.6641083	4-hydroxy-2-oxoglutarate  <-->  glyoxylate + pyruvate
RXN-12440	EC 1.11.1.11	-50.64987	2 L-ascorbate + hydrogen peroxide + H+  ->  L-ascorbate + L-dehydro-ascorbate + 2 H2O
L-FUCONATE-HYDRATASE-RXN	EC 4.2.1.68	-8.166977	L-fuconate  =  2-dehydro-3-deoxy-L-fuconate + H2O
RXN-7800	RXN-7800	-1.8417587	(2S)-2-isopropyl-3-oxosuccinate + H+  ->  4-methyl-2-oxopentanoate + CO2
