FrameId	Name	Kegg	InChI	Smiles	Gibbs-0
5-DEHYDROGLUCONATE	5-dehydro-D-gluconate	C01062	InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h3-5,7,9-11H,1H2,(H,12,13)/p-1/t3-,4+,5-/m1/s1	C(O)C(=O)C(O)C(O)C(O)C(=O)[O-]	-168.512
CPD-5621	trimethylaminoacetone	NIL	InChI=1S/C6H14NO/c1-6(8)5-7(2,3)4/h5H2,1-4H3/q+1	CC(=O)C[N+](C)(C)C	102.10363
CPD-1069	3-(2-carboxyethenyl)-cis,cis-muconate	C04366	InChI=1S/C9H8O6/c10-7(11)3-1-6(5-9(14)15)2-4-8(12)13/h1-5H,(H,10,11)(H,12,13)(H,14,15)/p-3/b3-1-,4-2-	C([O-])(=O)C=CC(=CC([O-])=O)C=CC([O-])=O	-135.34293
4S5S-45-DIHYDROXY-26-DIOXOHEXANOATE	(4S,5S)-4,5-dihydroxy-2,6-dioxohexanoate	C04471	InChI=1S/C6H8O6/c7-2-5(10)3(8)1-4(9)6(11)12/h2-3,5,8,10H,1H2,(H,11,12)/p-1/t3-,5+/m0/s1	[CH](=O)C(C(CC(C([O-])=O)=O)O)O	-139.07422
CPD-17965	<i>L</i>-2-aminooctanedioate	NIL	InChI=1S/C8H15NO4/c9-6(8(12)13)4-2-1-3-5-7(10)11/h6H,1-5,9H2,(H,10,11)(H,12,13)/p-1/t6-/m0/s1	C(CCC(=O)[O-])CCC([N+])C([O-])=O	-15.78638
CPD-20009	diazene	C05360	InChI=1S/H2N2/c1-2/h1-2H	N=N	-22.85776
4-METHYLPENTANAL	4-methylpentanal	C02373	InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3	CC(C)CCC=O	93.87345
CPD-13504	retronecine	C06177	InChI=1S/C8H13NO2/c10-5-6-1-3-9-4-2-7(11)8(6)9/h1,7-8,10-11H,2-5H2/p+1/t7-,8-/m1/s1	C1(C=C(CO)[CH]2([N+]1CCC(O)2))	89.78363
CPD0-1506	ketodeoxyheptonate	NIL	InChI=1S/C7H12O8/c8-2(1-3(9)6(12)13)4(10)5(11)7(14)15/h2,4-5,7-8,10-11,14-15H,1H2,(H,12,13)/p-1/t2-,4-,5+/m1/s1	C(=O)([O-])C(=O)CC(O)C(O)C(O)C(O)O	-181.92975
CPD-17752	5-nitro benzisoxazole	NIL	InChI=1S/C7H4N2O3/c10-9(11)6-1-2-7-5(3-6)4-8-12-7/h1-4H	C1(C2(=CC([N+]([O-])=O)=CC=C(ON=1)2))	-32.274517
CPD-13343	vinylglycine	NIL	InChI=1S/C4H7NO2/c1-2-3(5)4(6)7/h2-3H,1,5H2,(H,6,7)	C=CC([N+])C(=O)[O-]	7.2978387
CPD0-1483	8-keto-7-aminoperlagonate	NIL	InChI=1S/C9H15NO3/c1-7(11)8(10)5-3-2-4-6-9(12)13/h10H,2-6H2,1H3,(H,12,13)/p-1	CC(C(CCCCCC(=O)[O-])=N)=O	27.413624
CPD-13943	5-hydroxy-4-oxopentanoate	NIL	InChI=1S/C5H8O4/c6-3-4(7)1-2-5(8)9/h6H,1-3H2,(H,8,9)/p-1	C(O)C(CCC([O-])=O)=O	-76.554214
N-FORMYLANTHRANILATE	<i>N</i>-formylanthranilate	C05653	InChI=1S/C8H7NO3/c10-5-9-7-4-2-1-3-6(7)8(11)12/h1-5H,(H,9,10)(H,11,12)/p-1	C(=O)NC1(C=CC=CC=1C([O-])=O)	-23.915339
34-DIHYDROXYPHENYLACETALDEHYDE	3,4-dihydroxyphenylacetaldehyde	C04043	InChI=1S/C8H8O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,4-5,10-11H,3H2	C1(=CC(=C(O)C=C1C[CH]=O)O)	6.028965
CPD-1023	<i>N</i>-(3-aminopropyl)-<i>N</i>-hydroxyacetamide	NIL	InChI=1S/C5H12N2O2/c1-5(8)7(9)4-2-3-6/h9H,2-4,6H2,1H3/p+1	CC(N(O)CCC[N+])=O	43.972507
CPD0-1440	cis-cycloglutamate	NIL	InChI=1S/C8H13NO4/c9-8(7(12)13)3-1-2-5(4-8)6(10)11/h5H,1-4,9H2,(H,10,11)(H,12,13)/p-1	C1(CC(C(=O)[O-])CC(C(=O)[O-])([N+])C1)	-24.778616
CPD-17535	cetoniacytone A	C17699	InChI=1S/C9H11NO5/c1-4(12)10-5-2-6(13)9(3-11)8(15-9)7(5)14/h2,7-8,11,14H,3H2,1H3,(H,10,12)/t7-,8+,9-/m0/s1	CC(=O)NC2(C(O)C1(OC(CO)1C(=O)C=2))	-40.487682
CPD-10150	hydroxyguanidine	NIL	InChI=1S/CH5N3O/c2-1(3)4-5/h5H,(H4,2,3,4)/p+1	C(=[N+]O)(N)N	50.094666
CPD-807	<I>N</I>-ethylammelide	C06558	InChI=1S/C5H8N4O2/c1-2-6-3-7-4(10)9-5(11)8-3/h2H2,1H3,(H3,6,7,8,9,10,11)	CCNC1(N=C(N=C(N=1)O)O)	39.04897
CPD-13044	2,4-didehydro-3-deoxy-L-rhamnonate	NIL	InChI=1S/C6H8O5/c1-3(7)4(8)2-5(9)6(10)11/h3,7H,2H2,1H3,(H,10,11)/p-1/t3-/m0/s1	CC(O)C(=O)CC(=O)C([O-])=O	-104.30422
CPD0-1260	DL-2-aminopropan-1-ol	NIL	InChI=1S/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3/p+1	CC(CO)[N+]	57.699142
CPD-16886	2-amino-2-deoxy-D-mannitol	NIL	InChI=1S/C6H15NO5/c7-3(1-8)5(11)6(12)4(10)2-9/h3-6,8-12H,1-2,7H2/p+1/t3-,4-,5-,6-/m1/s1	C(O)C(O)C(O)C(O)C([N+])CO	-26.164125
CPD0-1198	L-lyxonate	C05412	InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/p-1/t2-,3+,4+/m0/s1	C([O-])(=O)C(O)C(O)C(O)CO	-140.11198
L-RHAMNONATE	L-rhamnonate	C01934	InChI=1S/C6H12O6/c1-2(7)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H3,(H,11,12)/p-1/t2-,3-,4+,5+/m0/s1	CC(O)C(O)C(O)C(O)C([O-])=O	-119.75975
CPD-19410	2-hydroxy-6-methoxy-hexa-2,4-dienoate	NIL	InChI=1S/C7H8O5/c1-12-6(9)4-2-3-5(8)7(10)11/h2-4,8H,1H3,(H,10,11)/p-1/b4-2+,5-3-	COC(=O)C=CC=C(O)C([O-])=O	-85.78421
CPD-386	6-imino-5-oxocyclohexa-1,3-dienecarboxylate	C04584	InChI=1S/C7H5NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,8H,(H,10,11)/p-1	C([O-])(=O)C1(C(C(C=CC=1)=O)=N)	-82.24758
CPD-16510	2-methyl-1-pyrroline	NIL	InChI=1S/C5H9N/c1-5-3-2-4-6-5/h2-4H2,1H3/p+1	CC1(CCC[N+]=1)	114.46915
2-METHYLPROPANAL-O-METHYLOXIME	2-methylpropanal O-methyloxime	C03982	InChI=1S/C5H11NO/c1-5(2)4-6-7-3/h4-5H,1-3H3/b6-4+	CC(C)C=NOC	96.71232
CPD-368	L-arabinono-1,4-lactone	C01114	InChI=1S/C5H8O5/c6-1-2-3(7)4(8)5(9)10-2/h2-4,6-8H,1H2/t2-,3-,4+/m0/s1	C(C1(OC(C(C1O)O)=O))O	-97.19104
CARBOXYMETHOXYLAMINE	carboxymethoxylamine	NIL	InChI=1S/C2H5NO3/c3-6-1-2(4)5/h1,3H2,(H,4,5)/p-1	C(ON)C([O-])=O	-61.867588
CPD-123	2,6-dihydroxypyridine	C03056	InChI=1S/C5H5NO2/c7-4-2-1-3-5(8)6-4/h1-3H,(H2,6,7,8)	C1(=CC(O)=NC(O)=C1)	-0.7344004
ISOBUTYRAMIDE	isobutyramide	NIL	InChI=1S/C4H9NO/c1-3(2)4(5)6/h3H,1-2H3,(H2,5,6)	CC(C)C(N)=O	49.56009
2-HYDROXYCYCLOHEXAN-1-ONE	2-hydroxycyclohexan-1-one	C01147	InChI=1S/C6H10O2/c7-5-3-1-2-4-6(5)8/h5,7H,1-4H2	C1(CCC(=O)C(C1)O)	48.671204
CPD-356	D-arabinono-1,4-lactone	C00652	InChI=1S/C5H8O5/c6-1-2-3(7)4(8)5(9)10-2/h2-4,6-8H,1H2/t2-,3-,4+/m1/s1	C(O)C1(OC(=O)C(O)C(O)1)	-97.19104
C-3-NONENAL	(3E)-3-nonenal	NIL	InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h6-7,9H,2-5,8H2,1H3/b7-6+	CCCCCC=CC[CH]=O	163.98793
CPD-122	<i>(S)</i>-mandelate	C01984	InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/p-1/t7-/m0/s1	C(=O)(C(C1(C=CC=CC=1))O)[O-]	-16.334217
CPD-19117	isourate	NIL	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h1H,(H3,6,7,8,9,10,11,12)	C2(C1(NC(=O)N=C1NC(=O)N2))(=O)	-64.40552
TROPATE	tropate	C01456	InChI=1S/C9H10O3/c10-6-8(9(11)12)7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/p-1	C(O)C(C1(C=CC=CC=1))C([O-])=O	5.8280263
BETA-ALANINE-METHYL-ESTER	&beta;-alanine-methyl-ester	NIL	InChI=1S/C4H9NO2/c1-7-4(6)2-3-5/h2-3,5H2,1H3/p+1	COC(=O)CC[N+]	20.439146
HYDROXYMUCONATE-SALD	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate	C00682	InChI=1S/C6H6O4/c7-4-2-1-3-5(8)6(9)10/h1-4,8H,(H,9,10)/p-1/b2-1+,5-3-	[CH](=O)C=CC=C(O)C(=O)[O-]	-57.776463
CPD-19037	2-hydroxy-2-methylpropanal	C21291	InChI=1S/C4H8O2/c1-4(2,6)3-5/h3,6H,1-2H3	CC(O)(C)[CH]=O	10.088963
AZIRIDINE	aziridine	C11687	InChI=1S/C2H5N/c1-2-3-1/h3H,1-2H2/p+1	C1(C[N+]1)	82.07467
CPD-19003	ethylene oxide	C06548	InChI=1S/C2H4O/c1-2-3-1/h1-2H2	C1(OC1)	25.244484
CPD-2841	azide	NIL	InChI=1S/N3/c1-3-2/q-1	[N-]=[N+]=[N-]	-0.3120594
CPD-7033	2-methylbutanol	NIL	InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3	CCC(CO)C	82.773445
CPD-11842	(2E,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde	NIL	InChI=1S/C7H6O6/c8-3-4(6(10)11)1-2-5(9)7(12)13/h1-3,9H,(H,10,11)(H,12,13)/p-2/b4-1-,5-2+	[CH](=O)C(C(=O)[O-])=CC=C(C([O-])=O)O	-150.73376
CPD-13971	daunosamine	NIL	InChI=1S/C6H13NO3/c1-3-6(9)4(7)2-5(8)10-3/h3-6,8-9H,2,7H2,1H3/p+1/t3-,4-,5+,6+/m0/s1	CC1(C(O)C([N+])CC(O)O1)	36.52363
CPD-15600	3-amino-3,6-dideoxy-&alpha;-D-glucopyranose	NIL	InChI=1S/C6H13NO4/c1-2-4(8)3(7)5(9)6(10)11-2/h2-6,8-10H,7H2,1H3/p+1/t2-,3+,4-,5-,6+/m1/s1	CC1(C(O)C([N+])C(O)C(O)O1)	-3.3163884
CPD-18931	ethyl (2<i>R</i>)-2-hydroxy-4-methylpentanoate	NIL	InChI=1S/C8H16O3/c1-4-11-8(10)7(9)5-6(2)3/h6-7,9H,4-5H2,1-3H3/t7-/m1/s1	CCOC(C(CC(C)C)O)=O	49.987934
CPD-153	<I>cis</I>-(homo)<SUB>2</SUB>aconitate	NIL	InChI=1S/C8H10O6/c9-6(10)3-1-2-5(8(13)14)4-7(11)12/h4H,1-3H2,(H,9,10)(H,11,12)(H,13,14)/p-3/b5-4-	C(=O)([O-])CCCC(C([O-])=O)=CC(=O)[O-]	-149.9507
GAMMA-GLUTAMYL-PUTRESCINE	&gamma;-glutamyl-L-putrescine	C15699	InChI=1S/C9H19N3O3/c10-5-1-2-6-12-8(13)4-3-7(11)9(14)15/h7H,1-6,10-11H2,(H,12,13)(H,14,15)/p+1/t7-/m0/s1	C([N+])CCCNC(=O)CCC([N+])C(=O)[O-]	92.110344
CPD-10760	neuraminate	NIL	InChI=1S/C9H17NO8/c10-5-3(12)1-9(17,8(15)16)18-7(5)6(14)4(13)2-11/h3-7,11-14,17H,1-2,10H2,(H,15,16)/t3-,4-,5+,6-,7+,9-/m0/s1	C(O)C(O)C(O)[CH]1(C([N+])C(O)CC(O)(C(=O)[O-])O1)	-122.19094
CPD-18781	valiolone	C12113	InChI=1S/C7H12O6/c8-2-7(13)1-3(9)4(10)5(11)6(7)12/h4-6,8,10-13H,1-2H2/t4-,5+,6-,7-/m0/s1	C(O)C1(O)(C(O)C(O)C(O)C(=O)C1)	-87.85656
1-DEOXYNOJIRIMYCIN	1-deoxynojirimycin	C16843	InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/p+1/t3-,4+,5-,6-/m1/s1	C1([N+]C(CO)C(O)C(O)C(O)1)	1.6436226
CPD-15763	&alpha;-L-rhodosamine	NIL	InChI=1S/C8H17NO3/c1-5-8(11)6(9(2)3)4-7(10)12-5/h5-8,10-11H,4H2,1-3H3/p+1/t5-,6-,7-,8+/m0/s1	CC1(C(O)C([N+](C)C)CC(O)O1)	92.05812
CPD-13780	&alpha;-D-desosamine	NIL	InChI=1S/C8H17NO3/c1-5-4-6(9(2)3)7(10)8(11)12-5/h5-8,10-11H,4H2,1-3H3/p+1/t5-,6+,7-,8+/m1/s1	CC1(CC([N+](C)C)C(O)C(O)O1)	92.05812
1-DEOXYXYLONOJIRIMYCIN	1-deoxyxylonojirimycin	NIL	InChI=1S/C5H11NO3/c7-3-1-6-2-4(8)5(3)9/h3-9H,1-2H2/p+1	C1([N+]CC(O)C(O)C(O)1)	19.321386
CPD-18163	D-ravidosamine	NIL	InChI=1S/C8H17NO4/c1-4-6(10)5(9(2)3)7(11)8(12)13-4/h4-8,10-12H,1-3H3/p+1/t4-,5+,6+,7-,8?/m1/s1	CC1(C(O)C([N+](C)C)C(O)C(O)O1)	52.218117
CPD-6962	2,6-dihydroxynicotinate	C15523	InChI=1S/C6H5NO4/c8-4-2-1-3(6(10)11)5(9)7-4/h1-2H,(H,10,11)(H2,7,8,9)/p-1	C1(C=C(O)N=C(O)C=1C(=O)[O-])	-93.94757
CPD-14692	&alpha;-L-megosamine	NIL	InChI=1S/C8H17NO3/c1-5-8(11)6(9(2)3)4-7(10)12-5/h5-8,10-11H,4H2,1-3H3/p+1/t5-,6+,7-,8-/m0/s1	CC1(C(O)C([N+](C)C)CC(O)O1)	92.05812
CPD-10224	kanosamine	C12212	InChI=1S/C6H13NO5/c7-3-4(9)2(1-8)12-6(11)5(3)10/h2-6,8-11H,1,7H2/p+1/t2-,3+,4-,5-,6+/m1/s1	C(O)C1(C(O)C([N+])C(O)C(O)O1)	-39.546383
CPD-21076	(2<i>Z</i>)-3-methylhex-2-enoate	NIL	InChI=1S/C7H12O2/c1-3-4-6(2)5-7(8)9/h5H,3-4H2,1-2H3,(H,8,9)/p-1/b6-5-	CCCC(=CC(=O)[O-])C	52.460262
ACETYLENE	acetylene	C01548	InChI=1S/C2H2/c1-2/h1-2H	C#C	145.62224
CPD0-1941	4-aza-DL-leucine	NIL	InChI=1S/C5H12N2O2/c1-7(2)3-4(6)5(8)9/h4H,3,6H2,1-2H3,(H,8,9)	C[N+](C)CC(N)C([O-])=O	57.093445
OH-CH3-SER	hydroxymethylserine	C03059	InChI=1S/C4H9NO4/c5-4(1-6,2-7)3(8)9/h6-7H,1-2,5H2,(H,8,9)	C(O)C([N+])(C(=O)[O-])CO	-69.54991
E-2-METHOXYCARBONYLMETHYLBUTENEDIOAT	(E)-2-(methoxycarbonylmethyl)butenedioate	C11515	InChI=1S/C7H8O6/c1-13-6(10)3-4(7(11)12)2-5(8)9/h2H,3H2,1H3,(H,8,9)(H,11,12)/p-2/b4-2+	COC(=O)CC(=CC(=O)[O-])C(=O)[O-]	-157.75153
CPD-13900	(4Z)-4-[(2E)-3-carboxylato-3-hydroxyprop-2-en-1-ylidene]-3,4-dihydro-2<i>H</i>-pyrrole-2-carboxylate	NIL	InChI=1S/C9H9NO5/c11-7(9(14)15)2-1-5-3-6(8(12)13)10-4-5/h1-2,4,6,11H,3H2,(H,12,13)(H,14,15)/p-2/b5-1-,7-2+	C([O-])(=O)C1(CC(C=N1)=CC=C(C(=O)[O-])O)	-75.06042
L-ORNITHINE	L-ornithine	C00077	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1/t4-/m0/s1	C(=O)([O-])C([N+])CCC[N+]	47.5525
CPD-9793	alpha-aminopimelate	NIL	InChI=1S/C7H13NO4/c8-5(7(11)12)3-1-2-4-6(9)10/h5H,1-4,8H2,(H,9,10)(H,11,12)/p-1	C([O-])(=O)CCCCC([N+])C([O-])=O	-37.948616
L-CANALINE	L-canaline	C08270	InChI=1S/C4H10N2O3/c5-3(4(7)8)1-2-9-6/h3H,1-2,5-6H2,(H,7,8)/t3-/m0/s1	C(CC([N+])C(=O)[O-])ON	0.5212022
L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE	L-4-hydroxyglutamate semialdehyde	C05938	InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1	C(=O)C(CC(C([O-])=O)[N+])O	-57.029915
DINITRO-L-TYROSINE	dinitro-L-tyrosine	NIL	InChI=1S/C9H9N3O7/c10-5(9(14)15)1-4-2-6(11(16)17)8(13)7(3-4)12(18)19/h2-3,5,13H,1,10H2,(H,14,15)/t5-/m0/s1	C(=O)([O-])C([N+])CC1(=CC([N+]([O-])=O)=C(O)C([N+](=O)[O-])=C1)	-125.24992
CPD-13901	4-[(1Z)-3-carboxylato-3-oxoprop-1-en-1-yl]-2,3-dihydro-1H-pyrrole-2-carboxylate	NIL	InChI=1S/C9H9NO5/c11-7(9(14)15)2-1-5-3-6(8(12)13)10-4-5/h1-2,4,6,10H,3H2,(H,12,13)(H,14,15)/p-1/b2-1-	C([O-])(=O)C1(CC(=C[N+]1)C=CC(C(=O)[O-])=O)	-73.0231
QUINOLIN-21H-ONE	quinolin-2(1H)-one	C06415	InChI=1S/C9H7NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)	C1(=O)(NC2(C(C=C1)=CC=CC=2))	59.708843
CPD-20935	phthalonate	NIL	InChI=1S/C9H6O5/c10-7(9(13)14)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,11,12)(H,13,14)/p-2	C1(C=C(C(=O)C(=O)[O-])C(C([O-])=O)=CC=1)	-120.233765
CPD-12255	D-homoserine	NIL	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m1/s1	C(CO)C([N+])C([O-])=O	-30.089912
L-DIHYDROXY-PHENYLALANINE	L-dopa	C00355	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1	C(C(CC1(C=CC(O)=C(O)C=1))[N+])(=O)[O-]	-17.02767
CPD-640	dihydroxyfumarate	C00975	InChI=1S/C4H4O6/c5-1(3(7)8)2(6)4(9)10/h5-6H,(H,7,8)(H,9,10)/p-2/b2-1+	C([O-])(=O)C(=C(O)C([O-])=O)O	-201.60602
CPD-68	1-aminocyclopropane-1-carboxylate	C01234	InChI=1S/C4H7NO2/c5-4(1-2-4)3(6)7/h1-2,5H2,(H,6,7)	C([O-])(=O)C1(CC1)[N+]	10.477845
L-ASPARTATE-SEMIALDEHYDE	L-aspartate-semialdehyde	C00441	InChI=1S/C4H7NO3/c5-3(1-2-6)4(7)8/h2-3H,1,5H2,(H,7,8)/t3-/m0/s1	[CH](=O)CC([N+])C(=O)[O-]	-41.152164
CPD-9336	N-dimethylammelide	NIL	InChI=1S/C5H9N5O/c1-10(2)4-7-3(6)8-5(11)9-4/h1-2H3,(H3,6,7,8,9,11)	CN(C)C1(=NC(N)=NC(O)=N1)	77.090096
CPD-19526	cycloleucine	NIL	InChI=1S/C6H11NO2/c7-6(5(8)9)3-1-2-4-6/h1-4,7H2,(H,8,9)	C(=O)([O-])C1([N+])(CCCC1)	43.52232
HOMO-SER	L-homoserine	C00263	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	C(CO)C([N+])C([O-])=O	-30.089912
CPD-161	L-homocitrulline	C02427	InChI=1S/C7H15N3O3/c8-5(6(11)12)3-1-2-4-10-7(9)13/h5H,1-4,8H2,(H,11,12)(H3,9,10,13)/t5-/m0/s1	C(CCCC([N+])C([O-])=O)NC(N)=O	31.816801
FRUCTOSEGLYCINE	fructosylglycine	NIL	InChI=1S/C8H15NO7/c10-3-5(12)8(16)7(15)4(11)1-9-2-6(13)14/h5,7-10,12,15-16H,1-3H2,(H,13,14)/t5-,7-,8-/m1/s1	C([N+]CC(=O)[O-])C(=O)C(O)C(O)C(O)CO	-97.3832
O-SUCCINYL-L-HOMOSERINE	O-succinyl-L-homoserine	C01118	InChI=1S/C8H13NO6/c9-5(8(13)14)3-4-15-7(12)2-1-6(10)11/h5H,1-4,9H2,(H,10,11)(H,13,14)/p-1/t5-/m0/s1	C(CC(=O)OCCC(C([O-])=O)[N+])C([O-])=O	-113.24863
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	L-glutamate-5-semialdehyde	C01165	InChI=1S/C5H9NO3/c6-4(5(8)9)2-1-3-7/h3-4H,1-2,6H2,(H,8,9)/t4-/m0/s1	C(CC([N+])C([O-])=O)[CH]=O	-18.989908
CPD-10902	phenoxyacetate	NIL	InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)/p-1	C(=O)([O-])COC1(C=CC=CC=1)	-1.4942197
CPD-9699	hypoglycin A	C08287	InChI=1S/C7H11NO2/c1-4-2-5(4)3-6(8)7(9)10/h5-6H,1-3,8H2,(H,9,10)	C=C1(C(CC([N+])C([O-])=O)C1)	71.32232
L-AZASERINE	L-azaserine	C19194	InChI=1S/C5H7N3O4/c6-3(5(10)11)2-12-4(9)1-8-7/h1,3,7H,2,6H2/p+1	C(C(OCC(C(=O)[O-])[N+])=O)=[N+]=N	-88.0131
DIETHYLAMINE	diethylamine	NIL	InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3/p+1	CC[N+]CC	124.83138
CPD-17880	2-aminoisobutyrate	C03665	InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)	CC([N+])(C([O-])=O)C	2.9100945
CPD-14638	(2S,3R)-2-amino-3-methyl-4-ketopentanoate	NIL	InChI=1S/C6H11NO3/c1-3(4(2)8)5(7)6(9)10/h3,5H,7H2,1-2H3,(H,9,10)/t3-,5-/m0/s1	CC(C(=O)C)C([N+])C(=O)[O-]	-1.9076824
5-VALEROLACTONE	5-valerolactone	C02240	InChI=1S/C5H8O2/c6-5-3-1-2-4-7-5/h1-4H2	C1(CCOC(C1)=O)	23.888966
CPD-10807	enolaldehyde	NIL	InChI=1S/C3H4O2/c1-3(5)2-4/h2,5H,1H2	C=C(O)[CH]=O	-9.795519
CPD0-1656	glucuronamide	D01791	InChI=1S/C6H11NO6/c7-5(11)4-2(9)1(8)3(10)6(12)13-4/h1-4,6,8-10,12H,(H2,7,11)/t1-,2-,3+,4-,6+/m0/s1	C(=O)(N)C1(OC(O)C(O)C(O)C(O)1)	-106.07769
L-CITRULLINE	L-citrulline	C00327	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	C(NC(N)=O)CCC([N+])C(=O)[O-]	9.65456
D-PHENYLGLYCINE	D-phenylglycine	NIL	InChI=1S/C8H9NO2/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7H,9H2,(H,10,11)/t7-/m1/s1	C(C(C1(C=CC=CC=1))[N+])([O-])=O	39.770096
CPD-9024	allopurinol	D00224	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	C1(=C2(C(N=CN=C(NN1)2)=O))	40.814484
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	L-&alpha;-amino-&epsilon;-keto-pimelate	C03871	InChI=1S/C7H11NO5/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4H,1-3,8H2,(H,10,11)(H,12,13)/p-1/t4-/m0/s1	C([O-])(=O)C(CCCC(C([O-])=O)=O)[N+]	-86.05086
CPD0-1103	3,4-dehydroproline	NIL	InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h1-2,4,6H,3H2,(H,7,8)	C(C1([N+]CC=C1))([O-])=O	13.73784
CPD-2041	(3<i>R</i>)-&beta;-leucine	C02486	InChI=1S/C6H13NO2/c1-4(2)5(7)3-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m1/s1	CC(C)C([N+])CC([O-])=O	48.65456
CPD-17556	(2S)-2-amino-3-[(1R,4R)-4-hydroxycyclohex-2-en-1-yl]propanoate	NIL	InChI=1S/C9H15NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1,3,6-8,11H,2,4-5,10H2,(H,12,13)/t6-,7+,8+/m1/s1	C(=O)([O-])C([N+])CC1(CCC(O)C=C1)	62.876797
D1-PIPERIDINE-DICARBOXYLATE	d1-piperidine-dicarboxylate	NIL	InChI=1S/C7H11NO4/c9-6(10)4-2-1-3-5(8-4)7(11)12/h4-5,8H,1-3H2,(H,9,10)(H,11,12)/p-1	C1(CC(C([O-])=O)[N+]C(C([O-])=O)C1)	-44.580853
CPD-17557	(2S)-2-amino-3-[(1S)-4-oxocyclohex-2-en-1-yl]propanoate	NIL	InChI=1S/C9H13NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1,3,6,8H,2,4-5,10H2,(H,12,13)/t6-,8-/m0/s1	C(=O)([O-])C([N+])CC1(CCC(=O)C=C1)	47.344566
CPD-16506	L-<i>allo</i>-isoleucine	NIL	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5+/m1/s1	CCC(C)C([N+])C([O-])=O	48.65456
CPD-5601	<i>N</i>-monomethylethanolamine	NIL	InChI=1S/C3H9NO/c1-4-2-3-5/h4-5H,2-3H2,1H3/p+1	C[N+]CCO	66.43915
HOMOARGININE	L-homoarginine	C01924	InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/p+1/t5-/m0/s1	C(C(CCCCNC(=[N+])N)[N+])(=O)[O-]	102.04699
CPD-468	L-2-aminoadipate	C00956	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/p-1/t4-/m0/s1	C([O-])(=O)CCCC(C(=O)[O-])[N+]	-60.110855
